ID Producto,ID Tienda,Fecha de Venta,Cantidad Vendida,Precio Unitario,Categoría de Producto,Ubicación de Tienda,Promoción o Descuento,Estacionalidad,Método de Pago,Nivel de Inventario,Venta_Total
Producto_46,Tienda_9,2022-03-15,81,300.34,Hogar,Zona Este,1,1,Tarjeta,5,24327.539999999997
Producto_23,Tienda_1,2022-03-03,92,467.7,Deportes,Zona Sur,0,0,Crédito,300,43028.4
Producto_14,Tienda_2,2022-05-04,96,142.29,Electrónica,Zona Norte,1,1,Crédito,300,13659.84
Producto_23,Tienda_3,2023-12-06,61,61.93,Hogar,Zona Este,0,0,Tarjeta,30,3777.73
Producto_29,Tienda_8,2023-08-23,92,399.94,Hogar,Zona Este,1,0,Efectivo,500,36794.48
Producto_19,Tienda_9,2022-01-17,72,467.57,Electrónica,Zona Norte,1,1,Tarjeta,200,33665.04
Producto_32,Tienda_1,2022-05-12,4,354.74,Deportes,Zona Sur,0,0,Tarjeta,300,1418.96
Producto_30,Tienda_5,2022-07-03,52,326.18,Electrónica,Zona Norte,1,0,Efectivo,100,16961.36
Producto_46,Tienda_3,2023-07-02,66,296.07,Electrónica,Zona Sur,0,1,Efectivo,200,19540.62
Producto_19,Tienda_1,2022-07-10,47,24.47,Alimentos,Zona Sur,0,1,Tarjeta,50,1150.09
Producto_42,Tienda_8,2022-10-18,77,345.5,Deportes,Zona Este,1,1,Efectivo,50,26603.5
Producto_47,Tienda_5,2022-09-08,80,456.31,Deportes,Zona Sur,0,1,Efectivo,300,36504.8
Producto_40,Tienda_5,2022-06-13,15,240.07,Electrónica,Zona Norte,1,0,Crédito,10,3601.0499999999997
Producto_35,Tienda_9,2023-03-28,71,474.08,Ropa,Zona Norte,0,1,Tarjeta,10,33659.68
Producto_45,Tienda_3,2022-11-26,66,397.54,Hogar,Zona Este,1,0,Crédito,500,26237.640000000003
Producto_2,Tienda_5,2022-07-19,29,316.02,Deportes,Zona Norte,1,0,Tarjeta,300,9164.58
Producto_14,Tienda_6,2023-07-10,73,306.47,Ropa,Zona Sur,1,0,Efectivo,10,22372.31
Producto_9,Tienda_6,2022-01-03,57,186.78,Ropa,Zona Sur,0,0,Tarjeta,10,10646.460000000001
Producto_47,Tienda_5,2022-07-16,25,319.41,Juguetes,Zona Sur,0,0,Tarjeta,50,7985.250000000001
Producto_44,Tienda_4,2022-02-02,49,149.7,Hogar,Zona Este,0,1,Tarjeta,50,7335.299999999999
Producto_40,Tienda_8,2022-03-28,51,173.88,Alimentos,Zona Este,1,0,Efectivo,30,8867.88
Producto_12,Tienda_6,2022-07-15,24,481.37,Deportes,Zona Sur,0,1,Efectivo,10,11552.880000000001
Producto_12,Tienda_10,2022-06-12,16,372.49,Deportes,Zona Este,1,0,Crédito,200,5959.84
Producto_19,Tienda_10,2022-03-05,76,96.64,Ropa,Zona Norte,1,0,Tarjeta,30,7344.64
Producto_46,Tienda_6,2022-09-20,67,456.66,Ropa,Zona Sur,1,0,Tarjeta,20,30596.22
Producto_6,Tienda_7,2022-04-06,47,221.56,Hogar,Zona Oeste,0,0,Tarjeta,300,10413.32
Producto_34,Tienda_8,2023-09-07,45,208.8,Electrónica,Zona Oeste,1,0,Efectivo,50,9396.0
Producto_36,Tienda_9,2022-08-27,38,398.33,Juguetes,Zona Este,0,0,Efectivo,5,15136.539999999999
Producto_46,Tienda_4,2023-03-12,83,35.78,Deportes,Zona Norte,0,0,Tarjeta,10,2969.7400000000002
Producto_48,Tienda_6,2023-08-05,90,92.48,Alimentos,Zona Oeste,1,1,Efectivo,500,8323.2
Producto_23,Tienda_2,2023-08-13,59,224.3,Juguetes,Zona Sur,0,0,Crédito,200,13233.7
Producto_31,Tienda_4,2022-11-30,55,472.13,Deportes,Zona Sur,1,0,Crédito,200,25967.15
Producto_38,Tienda_7,2022-10-16,84,111.38,Alimentos,Zona Sur,0,1,Efectivo,50,9355.92
Producto_36,Tienda_3,2022-05-01,18,318.44,Ropa,Zona Oeste,0,1,Crédito,30,5731.92
Producto_28,Tienda_10,2022-01-25,96,280.58,Juguetes,Zona Norte,1,0,Crédito,30,26935.68
Producto_2,Tienda_7,2022-02-11,21,129.63,Hogar,Zona Norte,0,0,Efectivo,500,2722.23
Producto_4,Tienda_2,2023-02-17,84,130.56,Alimentos,Zona Sur,0,1,Crédito,300,10967.04
Producto_32,Tienda_8,2023-03-24,21,360.07,Electrónica,Zona Este,0,1,Efectivo,5,7561.47
Producto_39,Tienda_6,2023-05-30,32,166.41,Hogar,Zona Oeste,0,1,Tarjeta,100,5325.12
Producto_10,Tienda_9,2023-10-07,53,9.57,Juguetes,Zona Oeste,1,1,Tarjeta,300,507.21000000000004
Producto_49,Tienda_1,2023-01-28,90,193.88,Hogar,Zona Oeste,0,1,Crédito,5,17449.2
Producto_26,Tienda_2,2022-03-09,20,35.46,Ropa,Zona Oeste,0,0,Tarjeta,10,709.2
Producto_25,Tienda_5,2022-06-06,31,440.59,Deportes,Zona Este,1,1,Tarjeta,50,13658.289999999999
Producto_11,Tienda_1,2022-07-02,32,261.6,Deportes,Zona Sur,0,0,Crédito,30,8371.2
Producto_28,Tienda_5,2023-01-11,15,297.36,Deportes,Zona Norte,0,1,Tarjeta,30,4460.400000000001
Producto_28,Tienda_5,2022-11-06,43,476.02,Electrónica,Zona Sur,1,0,Crédito,50,20468.86
Producto_9,Tienda_6,2023-10-11,67,239.82,Deportes,Zona Sur,1,1,Tarjeta,10,16067.939999999999
Producto_40,Tienda_6,2023-03-14,39,481.45,Juguetes,Zona Norte,0,0,Efectivo,500,18776.55
Producto_11,Tienda_8,2022-02-18,23,57.1,Hogar,Zona Sur,1,1,Crédito,300,1313.3
Producto_46,Tienda_5,2022-03-09,24,52.66,Hogar,Zona Este,0,1,Tarjeta,5,1263.84
Producto_38,Tienda_7,2022-06-18,83,54.33,Alimentos,Zona Sur,1,0,Crédito,10,4509.389999999999
Producto_14,Tienda_2,2023-04-08,48,191.71,Hogar,Zona Norte,1,0,Efectivo,20,9202.08
Producto_38,Tienda_2,2022-05-15,65,396.0,Alimentos,Zona Este,0,0,Tarjeta,5,25740.0
Producto_8,Tienda_10,2022-07-02,48,460.92,Hogar,Zona Oeste,0,1,Tarjeta,100,22124.16
Producto_48,Tienda_9,2023-09-05,49,112.11,Deportes,Zona Sur,0,0,Crédito,500,5493.39
Producto_35,Tienda_1,2022-05-26,90,487.18,Juguetes,Zona Este,1,1,Crédito,10,43846.2
Producto_28,Tienda_1,2022-09-06,35,113.07,Alimentos,Zona Oeste,0,1,Efectivo,300,3957.45
Producto_1,Tienda_8,2023-12-11,79,413.92,Hogar,Zona Norte,1,0,Efectivo,100,32699.68
Producto_7,Tienda_3,2023-12-15,33,407.6,Ropa,Zona Oeste,1,1,Efectivo,5,13450.800000000001
Producto_34,Tienda_3,2022-01-16,3,140.35,Hogar,Zona Oeste,1,1,Efectivo,5,421.04999999999995
Producto_40,Tienda_8,2022-04-11,25,409.49,Electrónica,Zona Sur,0,0,Efectivo,200,10237.25
Producto_10,Tienda_7,2023-08-27,85,132.71,Electrónica,Zona Sur,0,0,Tarjeta,200,11280.35
Producto_15,Tienda_9,2023-03-18,97,399.86,Electrónica,Zona Este,0,0,Tarjeta,20,38786.42
Producto_43,Tienda_5,2022-06-29,3,337.36,Juguetes,Zona Este,0,0,Tarjeta,5,1012.08
Producto_33,Tienda_8,2023-07-09,88,426.88,Electrónica,Zona Oeste,1,0,Tarjeta,300,37565.44
Producto_6,Tienda_4,2022-05-28,84,22.62,Juguetes,Zona Sur,0,1,Efectivo,300,1900.0800000000002
Producto_39,Tienda_10,2023-04-15,72,491.12,Deportes,Zona Este,0,0,Efectivo,5,35360.64
Producto_46,Tienda_3,2022-04-26,40,397.48,Alimentos,Zona Oeste,1,0,Efectivo,30,15899.2
Producto_26,Tienda_9,2022-07-24,34,209.22,Electrónica,Zona Este,1,0,Tarjeta,500,7113.48
Producto_18,Tienda_4,2023-05-17,10,330.0,Ropa,Zona Este,1,0,Tarjeta,100,3300.0
Producto_3,Tienda_1,2023-12-03,65,55.06,Juguetes,Zona Sur,1,1,Efectivo,30,3578.9
Producto_10,Tienda_6,2022-07-06,56,257.97,Alimentos,Zona Norte,1,1,Efectivo,100,14446.320000000002
Producto_50,Tienda_8,2023-10-23,31,411.47,Deportes,Zona Sur,0,0,Tarjeta,5,12755.570000000002
Producto_50,Tienda_2,2023-12-18,55,192.23,Deportes,Zona Oeste,0,0,Tarjeta,500,10572.65
Producto_7,Tienda_3,2022-05-06,66,248.07,Alimentos,Zona Norte,0,0,Crédito,10,16372.619999999999
Producto_10,Tienda_9,2023-08-14,93,25.56,Alimentos,Zona Norte,0,1,Efectivo,300,2377.08
Producto_45,Tienda_4,2023-02-25,88,208.92,Ropa,Zona Sur,0,1,Efectivo,200,18384.96
Producto_2,Tienda_10,2023-07-16,6,209.48,Deportes,Zona Este,0,1,Tarjeta,10,1256.8799999999999
Producto_16,Tienda_9,2023-08-01,80,491.12,Electrónica,Zona Sur,1,1,Crédito,30,39289.6
Producto_27,Tienda_6,2023-01-23,98,70.68,Deportes,Zona Sur,0,0,Tarjeta,30,6926.64
Producto_15,Tienda_3,2022-02-06,47,337.47,Hogar,Zona Este,0,0,Tarjeta,10,15861.090000000002
Producto_17,Tienda_2,2023-08-31,35,208.2,Hogar,Zona Sur,1,1,Tarjeta,5,7287.0
Producto_35,Tienda_7,2023-05-29,47,185.73,Hogar,Zona Oeste,1,1,Tarjeta,20,8729.31
Producto_8,Tienda_2,2022-04-01,31,418.61,Juguetes,Zona Sur,0,1,Crédito,100,12976.91
Producto_16,Tienda_9,2023-12-28,99,77.21,Hogar,Zona Norte,1,0,Crédito,30,7643.789999999999
Producto_37,Tienda_2,2023-01-11,90,234.2,Juguetes,Zona Oeste,1,1,Crédito,500,21078.0
Producto_36,Tienda_9,2023-01-08,2,51.74,Deportes,Zona Norte,0,0,Crédito,300,103.48
Producto_41,Tienda_4,2023-11-20,65,118.0,Juguetes,Zona Norte,1,0,Tarjeta,10,7670.0
Producto_10,Tienda_5,2023-04-02,21,452.52,Deportes,Zona Sur,0,1,Crédito,20,9502.92
Producto_45,Tienda_5,2022-05-15,3,366.3,Deportes,Zona Oeste,1,0,Tarjeta,500,1098.9
Producto_45,Tienda_8,2022-11-12,10,161.06,Hogar,Zona Este,1,1,Crédito,10,1610.6
Producto_5,Tienda_9,2023-04-19,15,221.17,Juguetes,Zona Este,0,1,Crédito,20,3317.5499999999997
Producto_48,Tienda_2,2022-11-27,74,286.8,Electrónica,Zona Sur,1,0,Crédito,10,21223.2
Producto_35,Tienda_7,2022-04-19,85,307.46,Ropa,Zona Sur,0,1,Tarjeta,30,26134.1
Producto_3,Tienda_6,2023-07-17,87,36.8,Juguetes,Zona Oeste,1,0,Crédito,20,3201.6
Producto_16,Tienda_1,2023-03-23,85,136.35,Deportes,Zona Norte,0,1,Efectivo,200,11589.75
Producto_48,Tienda_8,2023-11-29,95,245.44,Hogar,Zona Oeste,1,1,Crédito,500,23316.8
Producto_47,Tienda_7,2023-10-12,15,370.02,Juguetes,Zona Este,0,0,Efectivo,5,5550.299999999999
Producto_49,Tienda_6,2022-02-10,78,70.28,Electrónica,Zona Este,1,0,Tarjeta,200,5481.84
Producto_32,Tienda_8,2022-01-29,17,325.35,Electrónica,Zona Oeste,0,1,Tarjeta,20,5530.950000000001
Producto_24,Tienda_7,2022-08-02,88,158.42,Alimentos,Zona Este,1,1,Crédito,100,13940.96
Producto_8,Tienda_3,2023-09-03,67,416.53,Deportes,Zona Oeste,0,1,Tarjeta,500,27907.51
Producto_4,Tienda_6,2022-03-04,41,456.68,Hogar,Zona Norte,0,1,Tarjeta,100,18723.88
Producto_9,Tienda_10,2022-06-11,33,83.2,Juguetes,Zona Este,1,1,Tarjeta,100,2745.6
Producto_42,Tienda_8,2023-06-28,45,41.36,Ropa,Zona Oeste,1,1,Crédito,100,1861.2
Producto_22,Tienda_7,2023-03-10,22,283.69,Alimentos,Zona Sur,0,0,Tarjeta,30,6241.18
Producto_35,Tienda_5,2022-11-28,73,402.11,Alimentos,Zona Norte,1,0,Tarjeta,200,29354.030000000002
Producto_34,Tienda_10,2022-07-01,1,22.47,Deportes,Zona Sur,0,0,Crédito,300,22.47
Producto_38,Tienda_7,2023-07-13,26,332.99,Alimentos,Zona Oeste,0,1,Efectivo,200,8657.74
Producto_5,Tienda_6,2022-02-07,96,481.96,Alimentos,Zona Este,0,1,Efectivo,10,46268.159999999996
Producto_34,Tienda_9,2022-06-24,83,322.87,Hogar,Zona Este,0,1,Tarjeta,30,26798.21
Producto_19,Tienda_10,2022-08-19,11,13.39,Alimentos,Zona Sur,1,0,Tarjeta,10,147.29000000000002
Producto_31,Tienda_10,2022-12-20,20,175.95,Electrónica,Zona Norte,0,0,Tarjeta,100,3519.0
Producto_15,Tienda_9,2023-09-07,83,181.3,Juguetes,Zona Este,0,0,Tarjeta,20,15047.900000000001
Producto_50,Tienda_1,2023-10-04,30,452.27,Deportes,Zona Sur,0,1,Crédito,20,13568.099999999999
Producto_47,Tienda_10,2022-08-01,37,154.22,Ropa,Zona Oeste,1,1,Crédito,300,5706.14
Producto_13,Tienda_5,2022-10-06,13,496.96,Alimentos,Zona Este,1,1,Efectivo,300,6460.48
Producto_44,Tienda_3,2022-06-17,89,395.56,Electrónica,Zona Oeste,1,1,Tarjeta,10,35204.840000000004
Producto_10,Tienda_8,2022-12-23,2,404.69,Deportes,Zona Norte,0,1,Crédito,10,809.38
Producto_42,Tienda_8,2022-03-23,39,490.79,Alimentos,Zona Sur,1,1,Crédito,50,19140.81
Producto_25,Tienda_2,2023-11-07,75,455.96,Hogar,Zona Sur,0,0,Crédito,50,34197.0
Producto_23,Tienda_9,2023-01-15,31,442.62,Deportes,Zona Norte,1,1,Crédito,300,13721.22
Producto_23,Tienda_7,2023-06-10,83,172.34,Ropa,Zona Este,1,0,Efectivo,50,14304.220000000001
Producto_18,Tienda_1,2022-07-23,98,237.76,Alimentos,Zona Este,0,0,Crédito,100,23300.48
Producto_24,Tienda_8,2023-05-17,94,123.5,Alimentos,Zona Oeste,1,1,Efectivo,100,11609.0
Producto_34,Tienda_4,2023-08-31,80,198.31,Juguetes,Zona Este,1,0,Crédito,100,15864.8
Producto_16,Tienda_1,2023-04-14,12,104.06,Ropa,Zona Oeste,0,1,Crédito,200,1248.72
Producto_7,Tienda_6,2022-03-27,13,74.86,Deportes,Zona Oeste,0,1,Crédito,20,973.18
Producto_10,Tienda_7,2022-06-09,23,360.62,Deportes,Zona Oeste,0,1,Efectivo,5,8294.26
Producto_23,Tienda_4,2023-10-08,66,90.25,Hogar,Zona Este,0,1,Crédito,5,5956.5
Producto_34,Tienda_6,2023-07-05,76,190.09,Electrónica,Zona Norte,1,1,Crédito,100,14446.84
Producto_17,Tienda_7,2023-07-08,2,22.17,Alimentos,Zona Norte,0,0,Efectivo,200,44.34
Producto_16,Tienda_7,2022-08-23,98,450.1,Hogar,Zona Norte,0,0,Tarjeta,100,44109.8
Producto_5,Tienda_8,2022-10-14,3,434.07,Deportes,Zona Norte,0,1,Efectivo,20,1302.21
Producto_8,Tienda_2,2023-02-10,3,371.55,Ropa,Zona Este,0,0,Efectivo,20,1114.65
Producto_38,Tienda_8,2022-02-02,38,107.84,Alimentos,Zona Norte,0,1,Efectivo,10,4097.92
Producto_40,Tienda_8,2022-07-15,88,380.96,Hogar,Zona Sur,0,1,Crédito,50,33524.479999999996
Producto_49,Tienda_10,2022-03-26,9,20.34,Juguetes,Zona Sur,0,0,Tarjeta,30,183.06
Producto_25,Tienda_9,2022-12-14,54,427.06,Electrónica,Zona Oeste,1,0,Tarjeta,300,23061.24
Producto_33,Tienda_6,2022-06-09,87,485.13,Electrónica,Zona Norte,0,1,Efectivo,300,42206.31
Producto_9,Tienda_5,2022-01-29,61,154.77,Juguetes,Zona Este,0,1,Tarjeta,50,9440.970000000001
Producto_40,Tienda_4,2022-07-21,66,499.01,Hogar,Zona Norte,0,1,Crédito,30,32934.659999999996
Producto_12,Tienda_2,2023-02-18,36,422.52,Electrónica,Zona Sur,1,0,Crédito,300,15210.72
Producto_12,Tienda_10,2022-09-16,42,36.2,Ropa,Zona Este,0,0,Tarjeta,100,1520.4
Producto_41,Tienda_3,2022-02-16,35,114.51,Ropa,Zona Oeste,1,1,Crédito,20,4007.8500000000004
Producto_33,Tienda_6,2023-09-17,84,35.4,Deportes,Zona Este,0,1,Tarjeta,100,2973.6
Producto_38,Tienda_4,2022-03-30,86,95.95,Electrónica,Zona Este,1,1,Efectivo,10,8251.7
Producto_38,Tienda_1,2022-11-05,36,370.17,Juguetes,Zona Norte,1,1,Tarjeta,200,13326.12
Producto_22,Tienda_6,2023-04-17,80,299.23,Electrónica,Zona Norte,0,0,Efectivo,100,23938.4
Producto_4,Tienda_2,2022-05-17,10,461.86,Deportes,Zona Sur,1,1,Tarjeta,20,4618.6
Producto_29,Tienda_7,2023-03-11,85,70.6,Deportes,Zona Sur,0,1,Efectivo,5,6000.999999999999
Producto_13,Tienda_7,2022-05-27,87,150.52,Alimentos,Zona Este,1,0,Efectivo,5,13095.240000000002
Producto_7,Tienda_10,2022-10-12,8,232.25,Alimentos,Zona Este,0,0,Crédito,500,1858.0
Producto_18,Tienda_5,2023-11-08,86,279.28,Juguetes,Zona Este,0,0,Tarjeta,20,24018.079999999998
Producto_3,Tienda_4,2022-12-21,71,273.61,Alimentos,Zona Sur,0,0,Efectivo,500,19426.31
Producto_46,Tienda_5,2022-08-27,57,151.0,Juguetes,Zona Norte,0,1,Crédito,5,8607.0
Producto_1,Tienda_5,2023-11-18,33,15.75,Juguetes,Zona Norte,1,1,Tarjeta,100,519.75
Producto_2,Tienda_9,2023-09-09,90,24.91,Juguetes,Zona Oeste,0,1,Crédito,20,2241.9
Producto_14,Tienda_4,2023-06-17,32,482.1,Alimentos,Zona Este,0,0,Efectivo,300,15427.2
Producto_17,Tienda_7,2022-12-30,97,72.43,Electrónica,Zona Este,0,0,Tarjeta,30,7025.710000000001
Producto_23,Tienda_5,2022-01-10,76,418.92,Alimentos,Zona Sur,0,1,Crédito,500,31837.920000000002
Producto_47,Tienda_1,2022-11-25,47,472.46,Alimentos,Zona Norte,1,1,Efectivo,300,22205.62
Producto_34,Tienda_3,2023-04-02,49,66.65,Alimentos,Zona Este,1,1,Crédito,30,3265.8500000000004
Producto_28,Tienda_5,2022-10-21,74,153.22,Ropa,Zona Oeste,0,0,Efectivo,200,11338.28
Producto_28,Tienda_9,2023-10-11,56,31.55,Deportes,Zona Este,1,0,Tarjeta,100,1766.8
Producto_5,Tienda_5,2023-06-18,57,224.43,Deportes,Zona Oeste,0,1,Efectivo,300,12792.51
Producto_18,Tienda_2,2022-03-21,96,81.83,Hogar,Zona Oeste,0,1,Tarjeta,20,7855.68
Producto_35,Tienda_3,2023-03-21,17,33.31,Alimentos,Zona Este,1,0,Efectivo,5,566.27
Producto_46,Tienda_6,2023-10-10,72,339.23,Electrónica,Zona Este,0,0,Crédito,500,24424.56
Producto_13,Tienda_8,2023-12-10,52,237.33,Alimentos,Zona Norte,0,1,Efectivo,50,12341.16
Producto_32,Tienda_10,2022-12-14,88,388.62,Juguetes,Zona Sur,0,0,Crédito,30,34198.56
Producto_24,Tienda_10,2023-05-02,88,261.91,Hogar,Zona Este,1,1,Crédito,50,23048.08
Producto_4,Tienda_2,2023-03-02,76,78.84,Juguetes,Zona Sur,0,0,Efectivo,10,5991.84
Producto_40,Tienda_2,2023-05-31,68,32.37,Electrónica,Zona Sur,0,0,Tarjeta,10,2201.16
Producto_10,Tienda_8,2022-08-07,24,441.35,Deportes,Zona Oeste,1,0,Crédito,100,10592.400000000001
Producto_5,Tienda_3,2023-12-09,1,139.87,Ropa,Zona Este,1,0,Crédito,30,139.87
Producto_47,Tienda_6,2023-05-01,23,279.12,Alimentos,Zona Este,0,1,Efectivo,200,6419.76
Producto_4,Tienda_5,2023-10-08,92,400.75,Juguetes,Zona Este,1,0,Efectivo,20,36869.0
Producto_2,Tienda_2,2022-02-07,18,5.68,Ropa,Zona Oeste,1,0,Efectivo,500,102.24
Producto_10,Tienda_2,2023-05-10,44,233.93,Electrónica,Zona Norte,1,0,Crédito,10,10292.92
Producto_45,Tienda_9,2022-08-08,87,235.72,Alimentos,Zona Sur,0,0,Crédito,200,20507.64
Producto_30,Tienda_5,2022-06-28,9,432.37,Deportes,Zona Este,1,1,Efectivo,50,3891.33
Producto_39,Tienda_4,2023-06-09,95,99.57,Hogar,Zona Norte,1,1,Tarjeta,10,9459.15
Producto_9,Tienda_2,2023-02-23,39,151.42,Electrónica,Zona Oeste,0,0,Efectivo,200,5905.379999999999
Producto_36,Tienda_10,2023-04-09,69,335.25,Ropa,Zona Norte,1,1,Crédito,100,23132.25
Producto_8,Tienda_4,2023-05-22,56,355.78,Ropa,Zona Este,0,1,Efectivo,10,19923.68
Producto_48,Tienda_8,2023-01-29,13,268.5,Deportes,Zona Sur,1,0,Tarjeta,10,3490.5
Producto_47,Tienda_4,2023-06-03,86,6.49,Hogar,Zona Oeste,1,0,Tarjeta,10,558.14
Producto_32,Tienda_2,2022-05-10,2,227.06,Electrónica,Zona Oeste,1,1,Crédito,50,454.12
Producto_35,Tienda_5,2023-08-20,98,126.1,Alimentos,Zona Norte,0,0,Crédito,50,12357.8
Producto_50,Tienda_7,2023-01-05,45,422.76,Juguetes,Zona Este,0,1,Efectivo,100,19024.2
Producto_46,Tienda_2,2022-11-28,24,282.5,Ropa,Zona Norte,1,0,Efectivo,20,6780.0
Producto_2,Tienda_4,2023-10-31,38,196.02,Hogar,Zona Este,0,1,Tarjeta,10,7448.76
Producto_38,Tienda_3,2023-06-26,72,191.56,Juguetes,Zona Norte,1,1,Tarjeta,200,13792.32
Producto_33,Tienda_7,2022-11-04,84,432.54,Alimentos,Zona Oeste,0,0,Crédito,50,36333.36
Producto_42,Tienda_2,2022-03-29,10,381.97,Deportes,Zona Oeste,1,1,Tarjeta,5,3819.7000000000003
Producto_34,Tienda_7,2022-02-27,60,367.03,Deportes,Zona Norte,0,1,Efectivo,300,22021.8
Producto_34,Tienda_10,2023-05-09,55,222.39,Alimentos,Zona Sur,1,0,Tarjeta,100,12231.449999999999
Producto_19,Tienda_6,2023-11-03,42,263.15,Hogar,Zona Oeste,0,1,Crédito,200,11052.3
Producto_17,Tienda_4,2023-02-14,53,361.99,Juguetes,Zona Este,0,0,Efectivo,500,19185.47
Producto_7,Tienda_3,2022-09-08,51,78.02,Deportes,Zona Sur,1,0,Efectivo,500,3979.02
Producto_27,Tienda_6,2023-04-11,27,481.62,Deportes,Zona Norte,0,0,Tarjeta,200,13003.74
Producto_1,Tienda_6,2023-12-10,32,65.5,Deportes,Zona Este,0,1,Tarjeta,5,2096.0
Producto_43,Tienda_9,2023-04-20,7,324.58,Hogar,Zona Sur,1,0,Crédito,5,2272.06
Producto_35,Tienda_9,2023-05-19,27,265.57,Juguetes,Zona Norte,1,0,Tarjeta,500,7170.389999999999
Producto_10,Tienda_9,2023-07-31,25,392.88,Ropa,Zona Sur,1,0,Efectivo,5,9822.0
Producto_34,Tienda_6,2023-05-14,51,15.74,Ropa,Zona Norte,1,0,Efectivo,20,802.74
Producto_23,Tienda_4,2022-04-12,9,152.01,Alimentos,Zona Norte,0,1,Tarjeta,10,1368.09
Producto_44,Tienda_7,2023-12-10,20,65.92,Deportes,Zona Este,0,0,Crédito,200,1318.4
Producto_46,Tienda_7,2023-03-14,65,73.57,Alimentos,Zona Este,1,0,Crédito,300,4782.049999999999
Producto_48,Tienda_9,2022-08-22,63,388.27,Alimentos,Zona Norte,0,1,Crédito,50,24461.01
Producto_17,Tienda_10,2023-01-27,60,179.61,Hogar,Zona Este,0,1,Tarjeta,20,10776.6
Producto_40,Tienda_1,2022-02-26,65,428.6,Alimentos,Zona Este,0,1,Efectivo,10,27859.0
Producto_15,Tienda_7,2023-09-24,95,291.9,Hogar,Zona Este,0,1,Crédito,30,27730.499999999996
Producto_5,Tienda_1,2023-03-29,97,286.08,Alimentos,Zona Este,0,1,Crédito,200,27749.76
Producto_48,Tienda_4,2023-05-24,83,221.04,Hogar,Zona Oeste,0,1,Efectivo,100,18346.32
Producto_21,Tienda_1,2023-01-11,21,452.19,Hogar,Zona Este,0,1,Efectivo,50,9495.99
Producto_47,Tienda_7,2023-07-14,64,214.41,Electrónica,Zona Este,0,1,Crédito,50,13722.24
Producto_2,Tienda_3,2022-07-28,86,424.0,Alimentos,Zona Este,1,0,Crédito,100,36464.0
Producto_50,Tienda_4,2023-09-01,82,22.01,Ropa,Zona Norte,1,1,Crédito,20,1804.8200000000002
Producto_38,Tienda_6,2023-05-12,86,215.89,Ropa,Zona Sur,0,1,Tarjeta,300,18566.539999999997
Producto_12,Tienda_10,2023-07-15,18,278.83,Ropa,Zona Oeste,0,1,Crédito,300,5018.94
Producto_19,Tienda_3,2023-09-20,24,259.54,Hogar,Zona Norte,1,0,Tarjeta,30,6228.960000000001
Producto_5,Tienda_3,2022-05-29,7,172.91,Hogar,Zona Norte,1,0,Efectivo,10,1210.37
Producto_50,Tienda_10,2022-02-02,80,118.25,Alimentos,Zona Este,1,1,Tarjeta,100,9460.0
Producto_13,Tienda_10,2023-10-29,72,97.1,Hogar,Zona Oeste,1,1,Crédito,300,6991.2
Producto_23,Tienda_6,2022-01-12,74,242.8,Alimentos,Zona Sur,0,1,Efectivo,5,17967.2
Producto_45,Tienda_8,2023-07-25,20,383.63,Juguetes,Zona Sur,0,0,Efectivo,100,7672.6
Producto_39,Tienda_2,2023-08-22,27,62.28,Hogar,Zona Norte,1,0,Efectivo,500,1681.56
Producto_10,Tienda_10,2023-11-15,64,364.1,Deportes,Zona Este,0,1,Crédito,200,23302.4
Producto_11,Tienda_9,2023-03-15,12,374.82,Electrónica,Zona Oeste,0,1,Crédito,20,4497.84
Producto_3,Tienda_2,2023-08-03,46,232.78,Ropa,Zona Este,0,1,Crédito,300,10707.88
Producto_38,Tienda_5,2022-07-28,26,444.26,Ropa,Zona Sur,1,0,Crédito,10,11550.76
Producto_7,Tienda_5,2022-06-26,65,466.63,Ropa,Zona Sur,1,0,Tarjeta,50,30330.95
Producto_49,Tienda_8,2023-08-13,37,272.2,Hogar,Zona Sur,1,0,Efectivo,300,10071.4
Producto_11,Tienda_9,2022-08-16,71,371.45,Deportes,Zona Este,1,0,Crédito,500,26372.95
Producto_27,Tienda_9,2023-02-10,33,468.09,Juguetes,Zona Este,0,0,Tarjeta,30,15446.97
Producto_45,Tienda_8,2023-01-19,58,327.6,Ropa,Zona Norte,1,0,Efectivo,30,19000.800000000003
Producto_37,Tienda_10,2023-01-12,30,313.28,Alimentos,Zona Sur,1,1,Crédito,200,9398.4
Producto_8,Tienda_5,2023-09-27,28,435.97,Deportes,Zona Este,1,0,Crédito,10,12207.16
Producto_13,Tienda_1,2022-06-22,76,444.32,Juguetes,Zona Oeste,1,0,Efectivo,100,33768.32
Producto_47,Tienda_2,2022-12-17,24,190.61,Alimentos,Zona Sur,1,0,Tarjeta,200,4574.64
Producto_36,Tienda_8,2022-01-25,80,15.24,Deportes,Zona Oeste,1,1,Efectivo,10,1219.2
Producto_21,Tienda_2,2023-07-02,78,494.18,Deportes,Zona Sur,1,0,Tarjeta,20,38546.04
Producto_15,Tienda_4,2023-05-24,41,160.95,Hogar,Zona Sur,0,0,Crédito,200,6598.95
Producto_21,Tienda_10,2022-09-17,31,453.63,Hogar,Zona Oeste,1,1,Tarjeta,500,14062.53
Producto_20,Tienda_2,2022-04-20,46,298.39,Juguetes,Zona Este,1,1,Tarjeta,5,13725.939999999999
Producto_5,Tienda_9,2022-11-15,2,376.06,Electrónica,Zona Oeste,0,0,Crédito,100,752.12
